"review_index","source_file","source_path","trace_index","fiber_id","nd2_name","tile_name","baseline_9p5_10d","shifted_max","shifted_min","shifted_amplitude","label_round_id","label_file","original_reviewed_label","reviewed_label","notes"
"183","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","312","707","0203-3-B5003","0203-3-B5003","1.2934296209318417","0.15905535852898933","-1.19792790016046","1.19792790016046","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","inhibition","inhibition",""
"184","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","322","993","0203-3-B5003","0203-3-B5003","0.018279481179747602","3.3911926229742306","-0.03691913943182627","3.3911926229742306","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"185","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","376","2601","0203-3-B5003","0203-3-B5003","-0.05614387778057869","0.22382225312367243","-0.03134212323752485","0.22382225312367243","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","no_response","no_response",""
"186","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","380","2721","0203-3-B5003","0203-3-B5003","0.07191117948560236","0.41816494165073714","-0.13627536839759097","0.41816494165073714","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","sustained_response","sustained_response",""
"187","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","398","3035","0203-3-B5003","0203-3-B5003","0.030246583894420496","1.1091155280669478","-0.11497856676831858","1.1091155280669478","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","second_peak","complex",""
"188","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","417","3573","0203-3-B5003","0203-3-B5003","-0.03347531435233357","0.7047556157264322","-0.0066637947854351065","0.7047556157264322","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","strong_first_peak","sustained_response",""
"189","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","426","16","0203-3-B5004","0203-3-B5004","-0.0006533981581236419","0.6169664191622868","-0.026937325968838573","0.6169664191622868","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","sustained_response","sustained_response",""
"190","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","430","110","0203-3-B5004","0203-3-B5004","0.011570736388673038","1.4240380074493209","-0.1681289426919527","1.4240380074493209","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","second_peak","complex",""
"191","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","462","849","0203-3-B5004","0203-3-B5004","0.02186740926224071","0.744527759876729","-0.10673926147510357","0.744527759876729","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"192","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","484","1317","0203-3-B5004","0203-3-B5004","0.010706111616783096","0.05065874301412074","-0.4329031098933999","0.4329031098933999","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","inhibition","inhibition",""
"193","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","493","1447","0203-3-B5004","0203-3-B5004","0.006697005542943264","0.04504988394643935","-0.8436752372725428","0.8436752372725428","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","inhibition","inhibition",""
"194","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","500","1682","0203-3-B5004","0203-3-B5004","-0.03732426389856337","5.623322780340687","-0.010622113313874873","5.623322780340687","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","second_peak","complex",""
"195","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","512","2047","0203-3-B5004","0203-3-B5004","0.008522003439737037","2.0169279343213073","-0.032157023465727866","2.0169279343213073","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","sustained_response","sustained_response",""
"196","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","575","3392","0203-3-B5004","0203-3-B5004","-0.03753460491324442","0.32035955706769825","-0.3745806197083587","0.3745806197083587","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"197","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","599","3856","0203-3-B5004","0203-3-B5004","0.02104242050337543","0.015800018700982334","-0.7053713315221755","0.7053713315221755","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","inhibition","inhibition",""
"198","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","617","108","0203-3-C2001","0203-3-C2001","-0.03636778452834695","0.7804662867874224","-0.0920975415125627","0.7804662867874224","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","complex",""
"199","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","622","187","0203-3-C2001","0203-3-C2001","-0.03786362249888703","0.08857158369105654","-0.36001459405318026","0.36001459405318026","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","no_response","no_response",""
"200","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","636","435","0203-3-C2001","0203-3-C2001","0.07712263335350181","0.0324197476791432","-0.35120969070104857","0.35120969070104857","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","inhibition","inhibition",""
"201","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","648","584","0203-3-C2001","0203-3-C2001","0.017047925906050282","0.016499626194104805","-0.6308863817299382","0.6308863817299382","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","inhibition","inhibition",""
"202","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","662","869","0203-3-C2001","0203-3-C2001","0.029516472251737296","0.025617068298262272","-0.251211722987567","0.251211722987567","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","inhibition","inhibition",""
"203","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","670","1047","0203-3-C2001","0203-3-C2001","0.021315592740643128","0.05199470240372728","-0.9400211810968772","0.9400211810968772","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","inhibition","inhibition",""
"204","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","676","1161","0203-3-C2001","0203-3-C2001","0.007671590489659581","1.1460850223063845","-0.05372570153182679","1.1460850223063845","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","complex",""
"205","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","698","1771","0203-3-C2001","0203-3-C2001","2.158317122089141","57.58894474289862","-2.2223968546029886","57.58894474289862","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"206","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","718","2200","0203-3-C2001","0203-3-C2001","0.15825445570200458","4.761629602243263","-0.5928332754156667","4.761629602243263","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"207","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","727","2372","0203-3-C2001","0203-3-C2001","0.01051900743356164","2.11071446425579","-0.027529897801716073","2.11071446425579","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","sustained_response","sustained_response",""
"208","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","732","2560","0203-3-C2001","0203-3-C2001","0.8147301309076325","3.3155959420453494","-1.0059237814087227","3.3155959420453494","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"209","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","740","3020","0203-3-C2001","0203-3-C2001","-0.03317737841432077","1.3052568043997679","-0.09989842157337686","1.3052568043997679","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"210","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","757","3563","0203-3-C2001","0203-3-C2001","-0.02376113783241828","0.16318893915774424","-0.39834626430285136","0.39834626430285136","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","inhibition","inhibition",""
"211","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","759","3856","0203-3-C2001","0203-3-C2001","0.0022034277287058418","0.21040064636092848","-0.0650828086196273","0.21040064636092848","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","no_response","no_response",""
"212","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","765","358","0203-3-C2002","0203-3-C2002","-0.046530905772421464","0.2849451903374581","-0.009585596283858966","0.2849451903374581","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","sustained_response","sustained_response",""
"213","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","788","1280","0203-3-C2002","0203-3-C2002","0.06622034954724666","31.90076453776554","-0.0715538424642051","31.90076453776554","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"214","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","791","1431","0203-3-C2002","0203-3-C2002","1.998761073781755","67.332401988131","-0.885748813716962","67.332401988131","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"215","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","808","1866","0203-3-C2002","0203-3-C2002","0.011659541406129749","0.24658840935656157","-0.04477707011967662","0.24658840935656157","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","no_response","no_response",""
"216","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","819","2318","0203-3-C2002","0203-3-C2002","-0.018739953999105333","0.7499460585514058","-0.0574431174589935","0.7499460585514058","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","second_peak","complex",""
"217","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","837","2757","0203-3-C2002","0203-3-C2002","0.07479573943050893","0.6768977036098853","-0.1315098368886992","0.6768977036098853","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","second_peak","complex",""
"218","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","845","2990","0203-3-C2002","0203-3-C2002","-0.029286783524212535","1.3791441376073519","-0.09595675715426318","1.3791441376073519","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","sustained_response","sustained_response",""
"219","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","908","18","0203-3-C5001","0203-3-C5001","2.3124941471364475","13.495505170227341","-2.4070050884279746","13.495505170227341","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"220","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","920","418","0203-3-C5001","0203-3-C5001","0.02651070222118076","4.156810734082773","-0.08102081102309708","4.156810734082773","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"221","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","931","674","0203-3-C5001","0203-3-C5001","0.02862051053545053","1.2477059319795647","-0.13116474430955485","1.2477059319795647","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","second_peak","complex",""
"222","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","977","2260","0203-3-C5001","0203-3-C5001","0.007100320388356383","4.921356717163485","-0.0520170576813811","4.921356717163485","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","second_peak","complex",""
"223","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","978","2301","0203-3-C5001","0203-3-C5001","0.031153273007534663","53.35940150176833","-0.13520810374273007","53.35940150176833","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"224","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","992","2712","0203-3-C5001","0203-3-C5001","1.4155096143432488","32.16832550809209","-1.6458545960465614","32.16832550809209","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"225","HPC 0203-3.npz","data/raw/hpc/HPC 0203-3.npz","1015","3295","0203-3-C5001","0203-3-C5001","-0.009501841324230022","0.8708334082163894","-0.05716508628483417","0.8708334082163894","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","dual_peak","dual_peak",""
"226","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","9","210","0203-4-B2001","0203-4-B2001","-0.09948968877435266","0.6120619278458823","-0.035076906959833426","0.6120619278458823","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","sustained_response","sustained_response",""
"227","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","10","226","0203-4-B2001","0203-4-B2001","-0.019506804077806916","0.12272349927475001","-0.400252002682325","0.400252002682325","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"228","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","12","248","0203-4-B2001","0203-4-B2001","0.00907422495851117","1.6678791587914443","-0.03229063595691991","1.6678791587914443","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"229","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","16","287","0203-4-B2001","0203-4-B2001","-0.00940619665782659","0.2314460689398084","-0.722400238325381","0.722400238325381","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"230","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","22","395","0203-4-B2001","0203-4-B2001","-0.012339929488444697","0.05845592928029625","-0.9255222826908283","0.9255222826908283","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","inhibition","inhibition",""
"231","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","24","435","0203-4-B2001","0203-4-B2001","0.05183565453018706","0.2666061859467556","-0.07284396541851632","0.2666061859467556","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"232","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","33","757","0203-4-B2001","0203-4-B2001","-0.011156643352055677","2.8374880870713555","-0.05090847175637238","2.8374880870713555","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"233","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","59","1261","0203-4-B2001","0203-4-B2001","0.018053260900230697","1.687786400068157","-0.030039557916291183","1.687786400068157","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","sustained_response","sustained_response",""
"234","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","95","2179","0203-4-B2001","0203-4-B2001","0.013478093996150579","1.5639799631751583","-0.8871053778671806","1.5639799631751583","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"235","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","118","2907","0203-4-B2001","0203-4-B2001","-0.19420657883902007","2.4182131549220034","-0.013386129501401056","2.4182131549220034","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","sustained_response","sustained_response",""
"236","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","141","387","0203-4-B2002","0203-4-B2002","0.008839931279955105","0.4608592226733738","-0.11314247388261223","0.4608592226733738","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","sustained_response","complex",""
"237","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","161","844","0203-4-B2002","0203-4-B2002","-0.024498065925513957","0.7518840667113011","-0.07028301059498622","0.7518840667113011","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","second_peak","second_peak",""
"238","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","167","1006","0203-4-B2002","0203-4-B2002","0.040993245087583056","0.40413034830083927","-0.09540676438111012","0.40413034830083927","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","second_peak","second_peak",""
"239","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","187","1460","0203-4-B2002","0203-4-B2002","0.12216925647988565","0.3217590291730477","-0.26464197507297554","0.3217590291730477","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","second_peak","complex",""
"240","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","198","1862","0203-4-B2002","0203-4-B2002","0.025085209097603547","1.922626216139812","-0.38873330195783123","1.922626216139812","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"241","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","213","2349","0203-4-B2002","0203-4-B2002","0.041487102065998066","1.1299369791476055","-0.12663622928091695","1.1299369791476055","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","dual_peak","dual_peak",""
"242","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","223","2881","0203-4-B2002","0203-4-B2002","-0.0012422779536711852","0.19196405706944575","-0.3782591640615863","0.3782591640615863","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","weak_first_peak","weak_first_peak",""
"243","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","225","2969","0203-4-B2002","0203-4-B2002","0.007823673289226812","0.01030051826952737","-0.6845553195089141","0.6845553195089141","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","inhibition","inhibition",""
"244","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","251","161","0203-4-B2003","0203-4-B2003","-0.021353953928564356","0.281032651323756","-0.7602168907149334","0.7602168907149334","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"245","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","263","238","0203-4-B2003","0203-4-B2003","-0.009151658431887191","0.0519658855025479","-0.39953209450121613","0.39953209450121613","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","no_response","no_response",""
"246","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","282","580","0203-4-B2003","0203-4-B2003","0.006265047276327109","0.7463420095442084","-0.16986760232986514","0.7463420095442084","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","sustained_response","sustained_response",""
"247","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","292","761","0203-4-B2003","0203-4-B2003","0.052510571634927596","1.1679172296896152","-0.22144932226304087","1.1679172296896152","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","sustained_response","sustained_response",""
"248","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","313","1166","0203-4-B2003","0203-4-B2003","-0.05462519352224692","1.691399416994258","-0.4441087343600423","1.691399416994258","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"249","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","330","1433","0203-4-B2003","0203-4-B2003","0.10499312257795192","0.015060511719588804","-0.20935563531841228","0.20935563531841228","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","inhibition","inhibition",""
"250","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","333","1514","0203-4-B2003","0203-4-B2003","-0.005131505228792758","0.2299994161833929","-0.027929946738151766","0.2299994161833929","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","no_response","no_response",""
"251","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","337","1587","0203-4-B2003","0203-4-B2003","-0.03817228141695867","1.7588922508518376","-0.0971795698877975","1.7588922508518376","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","dual_peak","dual_peak",""
"252","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","343","1819","0203-4-B2003","0203-4-B2003","-0.12694619184597722","0.8730260802101547","-0.10828205323147147","0.8730260802101547","hpc_random_forest_second_dual_round6","review_rounds/hpc_random_forest_second_dual_round6_reviewed_labels.csv","sustained_response","sustained_response",""
"253","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","358","2214","0203-4-B2003","0203-4-B2003","0.01981215378163504","4.061524718985842","-0.6041947400832297","4.061524718985842","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"254","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","362","2341","0203-4-B2003","0203-4-B2003","0.031876231699215225","0.30709448353964813","-0.047340861442339385","0.30709448353964813","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","sustained_response","sustained_response",""
"255","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","373","2544","0203-4-B2003","0203-4-B2003","0.038168567954009205","0.4014451952117617","-0.09235334873425588","0.4014451952117617","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"256","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","385","2806","0203-4-B2003","0203-4-B2003","0.02227787744882303","0.20677100665164772","-0.09887250680828555","0.20677100665164772","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"257","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","412","974","0203-4-B5001","0203-4-B5001","0.07204522732137683","15.804799771360715","-0.06396733432544563","15.804799771360715","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"258","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","422","1378","0203-4-B5001","0203-4-B5001","-0.023278920501044353","13.876625197376569","-0.1255767184448561","13.876625197376569","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"259","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","424","1389","0203-4-B5001","0203-4-B5001","0.02805662664453403","6.905217526724472","-0.07639496598839438","6.905217526724472","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","second_peak","complex",""
"260","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","441","1827","0203-4-B5001","0203-4-B5001","-0.021825235802083984","2.6695314654887046","-0.09786783915561524","2.6695314654887046","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","second_peak","second_peak",""
"261","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","442","1833","0203-4-B5001","0203-4-B5001","-0.007882074746648772","2.454110151659487","-0.020504714859677795","2.454110151659487","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","sustained_response","sustained_response",""
"262","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","460","2443","0203-4-B5001","0203-4-B5001","-0.0031617550868229217","0.11202823014543319","-0.7693406341920507","0.7693406341920507","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","weak_first_peak","inhibition",""
"263","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","466","2646","0203-4-B5001","0203-4-B5001","-0.06676471870646677","21.57076670689396","-0.22441961136202843","21.57076670689396","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"264","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","468","2693","0203-4-B5001","0203-4-B5001","0.027523709485256505","0.07070346175957311","-0.7616489492849126","0.7616489492849126","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","inhibition","inhibition",""
"265","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","476","2984","0203-4-B5001","0203-4-B5001","-0.003811911029737241","37.84561035276984","-0.06892035933678062","37.84561035276984","hpc_model_round2","review_rounds/hpc_model_round2_reviewed_labels.csv","second_peak","complex",""
"266","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","502","3652","0203-4-B5001","0203-4-B5001","0.05638239060825027","1.065469486350785","-0.09156467943015788","1.065469486350785","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","strong_first_peak","strong_first_peak",""
"267","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","511","3883","0203-4-B5001","0203-4-B5001","-0.043879605487820994","18.123849789211494","-0.0963570797315724","18.123849789211494","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"268","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","547","270","0203-4-B5002","0203-4-B5002","-0.08980678537958481","10.37779848240245","-0.040334507041894535","10.37779848240245","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","sustained_response","sustained_response",""
"269","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","550","489","0203-4-B5002","0203-4-B5002","-0.054869080569238095","10.337107480450467","-0.09353728332513708","10.337107480450467","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"270","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","557","602","0203-4-B5002","0203-4-B5002","0.10836256423348324","5.116080892147992","-0.16328104515290656","5.116080892147992","hpc_targeted_round3","review_rounds/hpc_targeted_round3_reviewed_labels.csv","sustained_response","sustained_response",""
"271","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","558","603","0203-4-B5002","0203-4-B5002","0.040408801960747705","0.25278167444671273","-0.05828216443125202","0.25278167444671273","hpc_model_round1","review_rounds/hpc_model_round1_reviewed_labels.csv","sustained_response","sustained_response",""
"272","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","571","912","0203-4-B5002","0203-4-B5002","0.3260613121054476","14.233121151532943","-0.41396053198687466","14.233121151532943","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","sustained_response","sustained_response",""
"273","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","594","1422","0203-4-B5002","0203-4-B5002","0.00806388120573944","0.004542756681991432","-0.810022631318642","0.810022631318642","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","inhibition","inhibition",""
"274","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","636","2534","0203-4-B5002","0203-4-B5002","0.07065081115015878","0.02857728244144779","-0.9878946218709773","0.9878946218709773","hpc_mlp_round4","review_rounds/hpc_mlp_round4_reviewed_labels.csv","inhibition","inhibition",""
"275","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","640","2567","0203-4-B5002","0203-4-B5002","-0.005832958082476396","0.2842607285254064","-0.06729897602513157","0.2842607285254064","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","no_response","no_response",""
"276","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","644","2753","0203-4-B5002","0203-4-B5002","-0.058868730310642284","0.270895346432021","-0.03324749664239181","0.270895346432021","hpc_random100","review_rounds/hpc_random100_reviewed_labels.csv","dual_peak","dual_peak",""
