"review_index","source_file","source_path","trace_index","fiber_id","nd2_name","tile_name","baseline_9p5_10d","shifted_max","shifted_min","shifted_amplitude","predicted_label","prediction_confidence","reviewed_label","notes"
"115","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2895","1619","0212-5-C5-40X004","0212-5-C5-40X004","0.012749584963283794","1.9076775561290118","-0.08063986415009787","1.9076775561290118","sustained_response","0.13642318227407127","sustained_response",""
"116","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","2068","332","0203-4-C5003","0203-4-C5003","-0.1384211212592947","9.189823660097709","-0.06153400234592443","9.189823660097709","sustained_response","0.1065506596374966","sustained_response",""
"117","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","700","183","0203-4-B5003","0203-4-B5003","-0.0407288634634818","2.3893454051561407","-0.03993705926328445","2.3893454051561407","sustained_response","0.07423318886615132","sustained_response",""
"118","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2498","2317","0203-5-C5001","0203-5-C5001","-0.03298778477403753","2.589482870000427","-0.028476643501207065","2.589482870000427","sustained_response","0.053697635760087375","sustained_response",""
"119","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","147","418","0112-5-CA1002","0112-5-CA1002","-0.09392412390008963","17.106809602878773","-0.07655830295883169","17.106809602878773","sustained_response","0.034640928055747026","sustained_response",""
"120","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","320","172","0212-5-B2-40X003","0212-5-B2-40X003","0.06137808101107611","3.1453415372301783","-0.0457873474535488","3.1453415372301783","sustained_response","0.018897349194942233","strong_first_peak",""
"121","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","768","909","0120-5-CA1006","0120-5-CA1006","-0.023543060678723287","0.23279545483253802","-0.472666848509024","0.472666848509024","weak_first_peak","0.6911002339233374","strong_first_peak",""
"122","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","849","2039","0212-5-B2-40X","0212-5-B2-40X","-0.05406630404363619","0.1820433360155537","-0.33252884372160973","0.33252884372160973","weak_first_peak","0.6648528607838906","strong_first_peak",""
"123","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","553","104","0120-5-CA1005","0120-5-CA1005","-0.025235490990532922","0.2699608758185028","-0.43068996913440777","0.43068996913440777","weak_first_peak","0.656452882976197","weak_first_peak",""
"124","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","169","899","0112-5-CA1002","0112-5-CA1002","-0.008516538390947346","0.2176507104063173","-0.3314084648520815","0.3314084648520815","weak_first_peak","0.6390025307081518","weak_first_peak",""
"125","HPC 0120-5.npz","data/raw/hpc/HPC 0120-5.npz","798","2019","0120-5-CA1006","0120-5-CA1006","-0.030099545265609887","0.11306824460681694","-0.4592357862277301","0.4592357862277301","weak_first_peak","0.637590711839339","no_response",""
"126","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","3141","3486","0212-5-C5-40X","0212-5-C5-40X","-0.012422770872583382","0.09256220482808698","-0.3983156127538689","0.3983156127538689","weak_first_peak","0.6253073478264808","weak_first_peak",""
"127","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","738","826","0203-4-B5003","0203-4-B5003","0.02625136170930213","0.21765730896767696","-0.29810757350969563","0.29810757350969563","weak_first_peak","0.612100539515556","weak_first_peak",""
"128","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","699","3174","0203-5-A2002","0203-5-A2002","-0.019306161814586147","0.258653535480844","-0.4234159708317221","0.4234159708317221","weak_first_peak","0.6105698917895518","weak_first_peak",""
"129","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","10","226","0203-4-B2001","0203-4-B2001","-0.019506804077806916","0.12272349927475001","-0.400252002682325","0.400252002682325","weak_first_peak","0.608291430064453","weak_first_peak",""
"130","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","254","552","0203-5-A2-DG","0203-5-A2-DG","-0.1260882867733481","0.26070911889452797","-0.5395971660830885","0.5395971660830885","weak_first_peak","0.6041168405463144","strong_first_peak",""
"131","HPC 0112-5.npz","data/raw/hpc/HPC 0112-5.npz","157","626","0112-5-CA1002","0112-5-CA1002","-0.027013768898415676","0.20696790576337318","-0.5098558228639494","0.5098558228639494","weak_first_peak","0.6036971536499617","weak_first_peak",""
"132","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","1479","1290","0212-5-B5-40X005","0212-5-B5-40X005","-0.010679198992615511","0.1345892033038564","-0.44679087078434787","0.44679087078434787","weak_first_peak","0.4317333258361542","inhibition",""
"133","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","1656","2684","0212-5-B5-40X","0212-5-B5-40X","-0.031231987592662977","0.2948665497253159","-0.30152725639971534","0.30152725639971534","weak_first_peak","0.3566567339773977","strong_first_peak",""
"134","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2359","4090","0212-5-C2-40X","0212-5-C2-40X","-0.031582766619750464","0.0305050198864873","-0.38184635828427005","0.38184635828427005","weak_first_peak","0.29343325972115186","inhibition",""
"135","HPC 0203-5.npz","data/raw/hpc/HPC 0203-5.npz","2743","418","0203-5-C5004","0203-5-C5004","-0.01353829513458699","0.26993720156665424","-0.14303970332351262","0.26993720156665424","weak_first_peak","0.23915523482361373","weak_first_peak",""
"136","HPC 0203-2.npz","data/raw/hpc/HPC 0203-2.npz","64","2604","0203-2-A5-40X001","0203-2-A5-40X001","-0.01850928999781153","0.3932976119355439","-0.4969111852765752","0.4969111852765752","weak_first_peak","0.19275194308209945","weak_first_peak",""
"137","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","1966","1392","0203-4-C5002","0203-4-C5002","-0.04032701272732916","0.4074479361135065","-0.09038475447467859","0.4074479361135065","weak_first_peak","0.1485287177129434","no_response",""
"138","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","2528","50","0212-5-C5-40X002","0212-5-C5-40X002","0.08516810216436774","0.2203301601655027","-0.13883080040487064","0.2203301601655027","weak_first_peak","0.10672600903662396","no_response",""
"139","HPC 0212-5.npz","data/raw/hpc/HPC 0212-5.npz","429","3390","0212-5-B2-40X003","0212-5-B2-40X003","0.0059517692323472465","0.34690625256761654","-0.0826174211707009","0.34690625256761654","weak_first_peak","0.06688867422757498","weak_first_peak",""
"140","HPC 0203-4.npz","data/raw/hpc/HPC 0203-4.npz","460","2443","0203-4-B5001","0203-4-B5001","-0.0031617550868229217","0.11202823014543319","-0.7693406341920507","0.7693406341920507","weak_first_peak","0.03332330780922769","weak_first_peak",""
